Gene symbol	B cells memory	B cells naive	Dendritic cells activated	Dendritic cells resting	Eosinophils	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells activated	Mast cells resting	Monocytes	NK cells activated	NK cells resting	Neutrophils	Plasma cells	T cells CD4 memory activated	T cells CD4 memory resting	T cells CD4 naive	T cells CD8	T cells follicular helper	T cells gamma delta	T cells regulatory (Tregs)
OSM	2.708641993	2.05303015	3.537000212	10.91034349	1657.870692	3.540709893	3.129845825	6.319098182	8.408928144	13.94683468	4.071675747	172.7170749	2.264192614	188.2377246	2.05303015	45.01752131	4.818030863	2.307902038	3.823397028	12.94364358	20.55380014	142.6507045
RCAN3	40.66450557	46.66611859	106.6270408	30.55512091	10.99141575	54.98818208	37.60063067	28.67150516	35.07280711	6.230147517	41.68337282	25.01169532	7.23560514	5.269930927	41.29948278	193.0935915	566.9862725	219.6437293	155.029818	28.81247015	28.35364012	332.6704532
CD7	17.28012062	15.62904812	22.00857195	27.07256267	48.57212298	16.0113349	13.36812571	80.61769372	20.04765141	12.17345488	20.48373388	2106.83981	1666.682281	25.19240764	18.02258618	1271.833268	1507.773715	2032.402798	2234.707961	2132.53501	415.8325753	7917.977191
KYNU	573.2552275	296.2994306	7308.577846	1973.598471	62.48037948	3089.346164	6316.573655	1059.119128	327.6913744	132.0617598	858.7450615	66.70647411	70.07148215	100.1093538	97.42434599	27.37818895	39.20610994	41.3563524	45.94858696	22.74378501	117.085962	128.3281017
CD28	183.9284292	170.6541081	66.03630917	87.37183838	89.18080942	62.22720273	64.48080982	207.2614073	75.16641	62.4258293	79.14901833	71.78378935	77.96041968	177.5405702	145.7577865	2294.871098	961.774233	462.9998637	527.4027958	1326.705724	524.1543544	1614.199583
CMA1	68.10609278	77.95639785	53.12239382	44.7774243	164.6813549	46.37300953	65.76280884	64.11513732	1622.195863	1378.879998	58.76829357	53.020637	57.33259038	48.25538871	75.6389405	76.31621718	46.6365232	42.09518393	25.22954469	29.75313496	77.40398982	40.08632954
P2RX5	9116.674392	9725.14216	35.5352843	37.21278271	355.9021695	33.05027296	21.68739568	20.0115018	298.9924978	174.3664719	175.5409499	492.8199974	507.7460936	35.46460502	2524.75311	524.8550881	770.0178375	670.8311858	784.9884834	2876.602126	1108.125761	725.3438736
CR2	559.6347831	1471.268235	51.3593367	16.28183461	122.0795542	27.25115703	55.67688175	39.48271435	16.32654871	16.71082041	35.1557773	64.40632604	25.27012551	33.0622167	139.9135207	17.8883765	67.24739132	285.69747	245.2703384	25.49933683	22.26236223	25.46161624
ZFP36L2	661.8816941	923.602815	124.3001947	532.3725666	311.9773023	297.4815667	23.57209837	303.5769537	54.25282854	34.42499963	1341.516598	263.103889	915.0156182	517.338976	485.6449165	366.0960572	3731.327234	357.0079722	3227.833526	641.8482849	154.9349031	2943.240501
SELL	8002.61479	11102.0298	137.3301011	121.953751	3001.389383	103.9204555	234.1716363	287.2191393	288.7165574	353.9899758	7242.740165	1590.659482	5741.494585	13724.93946	376.9049927	2531.49842	7104.510327	9805.46284	7418.862396	4188.175594	10585.56882	5165.445456
ETS1	792.2524045	988.8726693	115.7021417	120.6221577	230.763415	96.62991012	130.1202875	75.4038863	156.3004608	147.1300736	85.66933558	696.2669173	759.7185652	243.6131706	410.3171187	1261.517205	1902.189462	287.8283832	613.4935899	701.5416085	99.66586714	1031.179862
CD4	118.3512664	138.4573773	701.0986434	1340.751384	163.6390935	552.3052303	1574.336844	10105.34674	287.7837723	213.8663803	3343.906153	75.96955929	81.07568775	364.5571609	351.0163026	1725.414846	3710.379943	2495.269425	164.9509326	4363.016183	399.5375472	5524.681644
BANK1	9177.359918	7633.960182	19.41137259	49.22937803	993.0314299	7.014183016	16.02027146	29.19263501	92.53939613	79.8154876	86.58724759	37.1948578	33.00482498	39.18510516	108.7748971	4.929861418	35.51276327	39.56449682	27.08870144	18.99250539	55.75942073	33.46526866
CD79B	4719.84198	5975.189254	72.14957289	61.59710526	209.7392117	68.04622904	64.07909887	79.32420695	61.7152637	38.49728027	158.7986952	254.4761746	364.2599841	232.5557133	900.5698225	192.0177626	341.3861217	284.1304512	229.2346632	425.1070045	277.8145759	863.4669544
CRTAM	66.10701896	54.88908823	153.9609051	128.6403474	78.33058859	761.03216	38.22269719	85.70898291	106.1592663	15.54962061	212.0416867	652.8575264	261.1619294	83.96491114	54.0562838	661.2766113	114.0594238	308.5611006	1443.48038	42.15294578	829.6692685	47.76902833
IL7R	454.5504216	277.7164299	7799.647099	2156.179359	358.0842541	5078.293455	2163.365124	85.59144108	325.7294175	36.56114051	163.3050166	341.6294609	1159.340489	742.6718185	126.0983758	1965.113683	18085.9446	19513.31337	15195.16858	3066.253514	2118.827609	507.1604755
